Seat;Full Name;Title;Start Year;End Year;Profession;VIAF id;VIAF URL;Wikipedia URL;Full Name Wikipage;Notes
32;Georges-Franois-Xavier-Marie Grente;;1936;1959;ecclesiastic, historian and essayist;9882792;http://viaf.org/viaf/9882792;http://en.wikipedia.org/wiki/Georges-Fran%C3%A7ois-Xavier-Marie_Grente;Georges-Franois-Xavier-Marie_Grente;
32;Henri Massis;;1960;1970;essayist, literary critic and literary historian;99361721;http://viaf.org/viaf/99361721;http://en.wikipedia.org/wiki/Henri_Massis;Henri_Massis;
32;Georges Izard;;1971;1973;politician, lawyer, journalist and essayist;5062395;http://viaf.org/viaf/5062395;http://en.wikipedia.org/wiki/Georges_Izard;Georges_Izard;
32;Robert Aron;;1974;1975;historian and essayist;51685013;http://viaf.org/viaf/51685013;http://en.wikipedia.org/wiki/Robert_Aron;Robert_Aron;
32;Maurice Rheims;;1976;2003;novelist and art historian;109048993;http://viaf.org/viaf/109048993;http://en.wikipedia.org/wiki/Maurice_Rheims;Maurice_Rheims;
32;Alain Robbe-Grillet;;2004;2008;novelist and filmmaker;98153286;http://viaf.org/viaf/98153286;http://en.wikipedia.org/wiki/Alain_Robbe-Grillet;Alain_Robbe-Grillet;
32;Franois Weyergans;;2009;;novelist and filmmaker;98369915;http://viaf.org/viaf/98369915;http://en.wikipedia.org/wiki/Fran%C3%A7ois_Weyergans;Franois_Weyergans;
33;Vincent Voiture;;1634;1648;poet;5014970;http://viaf.org/viaf/5014970;http://en.wikipedia.org/wiki/Vincent_Voiture;Vincent_Voiture;
33;Franois Eudes de MŽzeray;;1648;1683;lawyer;32062880;http://viaf.org/viaf/32062880;http://en.wikipedia.org/wiki/Fran%C3%A7ois_Eudes_de_M%C3%A9zeray;Franois_Eudes_de_MŽzeray;
33;Jean Barbier d'Aucour;;1683;1694;lawyer;41878807;http://viaf.org/viaf/41878807;http://en.wikipedia.org/wiki/Jean_Barbier_d%27Aucour;Jean_Barbier_d'Aucour;
33;Franois de Clermont-Tonnerre;;1694;1701;ecclesiastic;76411192;http://viaf.org/viaf/76411192;http://en.wikipedia.org/wiki/Fran%C3%A7ois_de_Clermont-Tonnerre;Franois_de_Clermont-Tonnerre;
33;Nicolas de MalŽzieu;;1701;1727;tutor and poet;24610992;http://viaf.org/viaf/24610992;http://en.wikipedia.org/wiki/Nicolas_de_Mal%C3%A9zieu;Nicolas_de_MalŽzieu;
33;Jean Bouhier;;1727;1746;magistrate and archaeologist;34453545;http://viaf.org/viaf/34453545;http://en.wikipedia.org/wiki/Jean_Bouhier_(jurist);Jean_Bouhier_(jurist);
33;Franois-Marie Arouet dit Voltaire;;1746;1778;playwright, historian, philosopher and poet;;;http://en.wikipedia.org/wiki/Voltaire;Voltaire;
33;Jean-Franois Ducis;;1778;1816;poet and playwright;36917487;http://viaf.org/viaf/36917487;http://en.wikipedia.org/wiki/Jean-Fran%C3%A7ois_Ducis;Jean-Franois_Ducis;
33;Raymond Desze;;1816;1828;lawyer;4999962;http://viaf.org/viaf/4999962;http://en.wikipedia.org/wiki/Raymond_Des%C3%A8ze;Raymond_Desze;
33;Amable Guillaume Prosper Brugire;baron de Barante;1828;1866;politician;24699301;http://viaf.org/viaf/24699301;http://en.wikipedia.org/wiki/Amable_Guillaume_Prosper_Brugi%C3%A8re,_baron_de_Barante;Amable_Guillaume_Prosper_Brugire,_baron_de_Barante;
33;Auguste Joseph Alphonse Gratry;;1867;1872;ecclesiastic and philosopher;22192535;http://viaf.org/viaf/22192535;http://en.wikipedia.org/wiki/Auguste_Joseph_Alphonse_Gratry;Auguste_Joseph_Alphonse_Gratry;
33;RenŽ Taillandier;;1873;1879;politician;37032232;http://viaf.org/viaf/37032232;http://en.wikipedia.org/wiki/Saint-Ren%C3%A9_Taillandier;Saint-RenŽ_Taillandier;
33;Maxime Du Camp;;1880;1894;essayist and novelist;61545031;http://viaf.org/viaf/61545031;http://en.wikipedia.org/wiki/Maxime_Du_Camp;Maxime_Du_Camp;
33;Paul Bourget;;1894;1935;novelist, poet and playwright;29530799;http://viaf.org/viaf/29530799;http://en.wikipedia.org/wiki/Paul_Bourget;Paul_Bourget;
33;Edmond Jaloux;;1936;1949;novelist, literary critic and literary historian;2472143;http://viaf.org/viaf/2472143;http://en.wikipedia.org/wiki/Edmond_Jaloux;Edmond_Jaloux;
33;Jean-Louis Vaudoyer;;1950;1963;novelist, poet, essayist and art historian;113158408;http://viaf.org/viaf/113158408;http://en.wikipedia.org/wiki/Jean-Louis_Vaudoyer;Jean-Louis_Vaudoyer;
33;Marcel Brion;;1964;1984;novelist, art historian and essayist;8241;http://viaf.org/viaf/8241;http://en.wikipedia.org/wiki/Marcel_Brion;Marcel_Brion;
33;Michel Mohrt;;1985;2011;editor, essayist, novelist and literary historian;56613935;http://viaf.org/viaf/56613935;http://en.wikipedia.org/wiki/Michel_Mohrt;Michel_Mohrt;
34;Honorat de Porchres Laugier;;1634;1653;poet;166809117;http://viaf.org/viaf/166809117;http://en.wikipedia.org/wiki/Honorat_de_Porch%C3%A8res_Laugier;Honorat_de_Porchres_Laugier;
34;Paul Pellisson;;1653;1693;historian;32040129;http://viaf.org/viaf/32040129;http://en.wikipedia.org/wiki/Paul_Pellisson;Paul_Pellisson;
34;Franois de Salignac de La Mothe FŽnelon;;1693;1715;ecclesiastic and essayist;61539997;http://viaf.org/viaf/61539997;http://en.wikipedia.org/wiki/Fran%C3%A7ois_F%C3%A9nelon;Franois_FŽnelon;
34;Claude Gros de Boze;;1715;1753;erudite and numismatist;54186411;http://viaf.org/viaf/54186411;http://en.wikipedia.org/wiki/Claude_Gros_de_Boze;Claude_Gros_de_Boze;
34;Louis de Bourbon CondŽ de Clermont;;1753;1771;ecclesiastic;;;http://en.wikipedia.org/wiki/Louis,_Count_of_Clermont;Louis,_Count_of_Clermont;
34;Pierre-Laurent Buirette de Belloy;;1771;1775;playwright and actor;68962659;http://viaf.org/viaf/68962659;http://en.wikipedia.org/wiki/Pierre-Laurent_Buirette_de_Belloy;Pierre-Laurent_Buirette_de_Belloy;
34;Emmanuel-FŽlicitŽ de Durfort de Duras;;1775;1789;politician and soldier;73844917;http://viaf.org/viaf/73844917;http://en.wikipedia.org/wiki/Emmanuel-F%C3%A9licit%C3%A9_de_Durfort_de_Duras;Emmanuel-FŽlicitŽ_de_Durfort_de_Duras;
34;Dominique Joseph Garat;;1803;1816;politician, lawyer and philosopher.;2546944;http://viaf.org/viaf/2546944;http://en.wikipedia.org/wiki/Dominique_Joseph_Garat;Dominique_Joseph_Garat;Excluded by ordinance, died 1833, he refused readmission in 1829
34;Louis-Franois de Bausset;;1816;1824;ecclesiastic and politician;22251171;http://viaf.org/viaf/22251171;http://en.wikipedia.org/wiki/Louis-Fran%C3%A7ois_de_Bausset;Louis-Franois_de_Bausset;
34;Hyacinthe-Louis de QuŽlen;;1824;1839;ecclesiastic;56600848;http://viaf.org/viaf/56600848;http://en.wikipedia.org/wiki/Hyacinthe-Louis_de_Qu%C3%A9len;Hyacinthe-Louis_de_QuŽlen;
34;Louis-Mathieu MolŽ;;1840;1855;politician;;;http://en.wikipedia.org/wiki/Louis-Mathieu_Mol%C3%A9;Louis-Mathieu_MolŽ;
34;FrŽdŽric Alfred Pierre;comte de Falloux;1856;1886;politician and historian;29640595;http://viaf.org/viaf/29640595;http://en.wikipedia.org/wiki/Fr%C3%A9d%C3%A9ric_Alfred_Pierre,_comte_de_Falloux;FrŽdŽric_Alfred_Pierre,_comte_de_Falloux;
34;Octave GrŽard;;1886;1904;high bureaucrat, literary historian and literary critic;4993835;http://viaf.org/viaf/4993835;http://en.wikipedia.org/wiki/Octave_Gr%C3%A9ard;Octave_GrŽard;
34;ƒmile Gebhart;;1904;1908;art historian, literary historian and literary critic;14867427;http://viaf.org/viaf/14867427;http://en.wikipedia.org/wiki/%C3%89mile_Gebhart;ƒmile_Gebhart;
34;Raymond PoincarŽ;;1909;1934;head of state, politician, lawyer and essayist;29539324;http://viaf.org/viaf/29539324;http://en.wikipedia.org/wiki/Raymond_Poincar%C3%A9;Raymond_PoincarŽ;
34;Jacques Bainville;;1935;1936;historian and journalist;6873;http://viaf.org/viaf/6873;http://en.wikipedia.org/wiki/Jacques_Bainville;Jacques_Bainville;
34;Joseph de Pesquidoux;;1936;1946;novelist and essayist;71396082;http://viaf.org/viaf/71396082;http://en.wikipedia.org/wiki/Joseph_de_Pesquidoux;Joseph_de_Pesquidoux;
34;Maurice Genevoix;;1946;1980;novelist;101365682;http://viaf.org/viaf/101365682;http://en.wikipedia.org/wiki/Maurice_Genevoix;Maurice_Genevoix;
34;Jacques de Bourbon-Busset;;1981;2001;politician, essayist and novelist;39374226;http://viaf.org/viaf/39374226;http://en.wikipedia.org/wiki/Jacques_de_Bourbon-Busset;Jacques_de_Bourbon-Busset;
34;Franois Cheng;;2002;;poet, translator and novelist;105077443;http://viaf.org/viaf/105077443;http://en.wikipedia.org/wiki/Fran%C3%A7ois_Cheng;Franois_Cheng;
35;Henri Louis Habert de Montmor;;1634;1679;hotel-keeper;2460697;http://viaf.org/viaf/2460697;http://en.wikipedia.org/wiki/Henri_Louis_Habert_de_Montmor;Henri_Louis_Habert_de_Montmor;
35;Louis de Lavau;;1679;1694;ecclesiastic;;;http://en.wikipedia.org/wiki/Louis_de_Lavau;Louis_de_Lavau;
35;Franois Lefebvre de Caumartin;;1694;1733;ecclesiastic;;;http://en.wikipedia.org/wiki/Fran%C3%A7ois_Lefebvre_de_Caumartin;Franois_Lefebvre_de_Caumartin;
35;Franois-Augustin de Paradis de Moncrif;;1733;1770;poet, musician and playwright;29544512;http://viaf.org/viaf/29544512;http://en.wikipedia.org/wiki/Fran%C3%A7ois-Augustin_de_Paradis_de_Moncrif;Franois-Augustin_de_Paradis_de_Moncrif;
35;Jean-Armand de BessuŽjouls Roquelaure;;1771;1818;ecclesiastic;9838268;http://viaf.org/viaf/9838268;http://en.wikipedia.org/wiki/Jean-Armand_de_Bessu%C3%A9jouls_Roquelaure;Jean-Armand_de_BessuŽjouls_Roquelaure;
35;Georges Cuvier;;1818;1832;palaeontologist;4981028;http://viaf.org/viaf/4981028;http://en.wikipedia.org/wiki/Georges_Cuvier;Georges_Cuvier;
35;AndrŽ Marie Jean Jacques Dupin;;1832;1865;politician and lawyer;54165929;http://viaf.org/viaf/54165929;http://en.wikipedia.org/wiki/Andr%C3%A9_Marie_Jean_Jacques_Dupin;AndrŽ_Marie_Jean_Jacques_Dupin;
35;Alfred-Auguste Cuvillier-Fleury;;1866;1887;historian and literary critic;71437628;http://viaf.org/viaf/71437628;http://en.wikipedia.org/wiki/Alfred-Auguste_Cuvillier-Fleury;Alfred-Auguste_Cuvillier-Fleury;
35;Jules Arsne Arnaud Claretie;;1888;1913;novelist, playwright and critic;95172612;http://viaf.org/viaf/95172612;http://en.wikipedia.org/wiki/Jules_Ars%C3%A8ne_Arnaud_Claretie;Jules_Arsne_Arnaud_Claretie;
35;Joseph Joffre;;1918;1931;politician and soldier;56648875;http://viaf.org/viaf/56648875;http://en.wikipedia.org/wiki/Joseph_Joffre;Joseph_Joffre;
35;Maxime Weygand;;1931;1965;soldier;2478312;http://viaf.org/viaf/2478312;http://en.wikipedia.org/wiki/Maxime_Weygand;Maxime_Weygand;
35;Louis Leprince-Ringuet;;1966;2000;physicist, telecommunications engineer, historian of science and essayist;56612831;http://viaf.org/viaf/56612831;http://en.wikipedia.org/wiki/Louis_Leprince-Ringuet;Louis_Leprince-Ringuet;
35;Yves Pouliquen;;2001;;medical doctor;81811348;http://viaf.org/viaf/81811348;http://en.wikipedia.org/wiki/Yves_Pouliquen;Yves_Pouliquen;
36;Marin Cureau de la Chambre;;1634;1669;medical doctor and philosopher;89702165;http://viaf.org/viaf/89702165;http://en.wikipedia.org/wiki/Marin_Cureau_de_la_Chambre;Marin_Cureau_de_la_Chambre;
36;Pierre Cureau de La Chambre;;1670;1693;ecclesiastic;2461484;http://viaf.org/viaf/2461484;http://en.wikipedia.org/wiki/Pierre_Cureau_de_La_Chambre;Pierre_Cureau_de_La_Chambre;
36;Jean de La Bruyre;;1693;1696;essayist and moralist;44301038;http://viaf.org/viaf/44301038;http://en.wikipedia.org/wiki/Jean_de_La_Bruy%C3%A8re;Jean_de_La_Bruyre;
36;Claude Fleury;;1696;1723;ecclesiastic;107553;http://viaf.org/viaf/107553;http://en.wikipedia.org/wiki/Claude_Fleury;Claude_Fleury;
36;Jacques Adam;;1723;1735;philologist;192904593;http://viaf.org/viaf/192904593;http://en.wikipedia.org/wiki/Jacques_Adam;Jacques_Adam;
36;Joseph SŽguy;;1736;1761;ecclesiastic;66457572;http://viaf.org/viaf/66457572;http://en.wikipedia.org/wiki/Joseph_S%C3%A9guy;Joseph_SŽguy;
36;Louis RenŽ ƒdouard;cardinal de Rohan;1761;1793;ecclesiastic, politician, philosopher and poet;;;http://en.wikipedia.org/wiki/Cardinal_de_Rohan;Cardinal_de_Rohan;
36;Jean Devaines;;1803;;state bureaucrat;66587971;http://viaf.org/viaf/66587971;http://en.wikipedia.org/wiki/Jean_Devaines;Jean_Devaines;
36;ƒvariste de Parny;;1803;1814;poet;52792;http://viaf.org/viaf/52792;http://en.wikipedia.org/wiki/%C3%89variste_de_Parny;ƒvariste_de_Parny;
36;Victor-Joseph ƒtienne de Jouy;;1815;1846;journalist, critic and playwright;41860068;http://viaf.org/viaf/41860068;http://en.wikipedia.org/wiki/Victor-Joseph_%C3%89tienne_de_Jouy;Victor-Joseph_ƒtienne_de_Jouy;
36;Adolphe-Simonis Empis;;1847;1868;poet and playwright;17373402;http://viaf.org/viaf/17373402;http://en.wikipedia.org/wiki/Adolphe-Simonis_Empis;Adolphe-Simonis_Empis;
36;Henri Auguste Barbier;;1869;1882;poet;10639641;http://viaf.org/viaf/10639641;http://en.wikipedia.org/wiki/Henri_Auguste_Barbier;Henri_Auguste_Barbier;
36;Adolphe Perraud;;1882;1906;ecclesiastic;73888710;http://viaf.org/viaf/73888710;http://en.wikipedia.org/wiki/Adolphe_Perraud;Adolphe_Perraud;
36;Franois-DŽsirŽ Mathieu;;1906;1908;ecclesiastic and historian;46861816;http://viaf.org/viaf/46861816;http://en.wikipedia.org/wiki/Fran%C3%A7ois-D%C3%A9sir%C3%A9_Mathieu;Franois-DŽsirŽ_Mathieu;
36;Louis Duchesne;;1910;1922;ecclesiastic, historian and philologist;4929295;http://viaf.org/viaf/4929295;http://en.wikipedia.org/wiki/Louis_Duchesne;Louis_Duchesne;
36;Henri BrŽmond;;1923;1933;ecclesiastic, literary historian and literary critic;29570131;http://viaf.org/viaf/29570131;http://en.wikipedia.org/wiki/Henri_Br%C3%A9mond;Henri_BrŽmond;
36;AndrŽ Bellessort;;1935;1942;essayist, literary critic, historian and historian of literature;66614027;http://viaf.org/viaf/66614027;http://en.wikipedia.org/wiki/Andr%C3%A9_Bellessort;AndrŽ_Bellessort;
36;RenŽ Grousset;;1946;1952;art historian;2471304;http://viaf.org/viaf/2471304;http://en.wikipedia.org/wiki/Ren%C3%A9_Grousset;RenŽ_Grousset;
36;Pierre Gaxotte;;1953;1982;historian and journalist;2470681;http://viaf.org/viaf/2470681;http://en.wikipedia.org/wiki/Pierre_Gaxotte;Pierre_Gaxotte;
36;Jacques Soustelle;;1983;1990;Americanist, ethnologist, politician and essayist;27071839;http://viaf.org/viaf/27071839;http://en.wikipedia.org/wiki/Jacques_Soustelle;Jacques_Soustelle;
36;Jean-Franois Deniau;;1990;2007;politician, essayist and novelist;71389955;http://viaf.org/viaf/71389955;http://en.wikipedia.org/wiki/Jean-Fran%C3%A7ois_Deniau;Jean-Franois_Deniau;
36;Philippe Beaussant;;2007;;musicologist and novelist;22138249;http://viaf.org/viaf/22138249;http://en.wikipedia.org/wiki/Philippe_Beaussant;Philippe_Beaussant;
37;Daniel Hay du Chastelet de Chambon;;1635;1671;ecclesiastic and mathematician;58292;http://viaf.org/viaf/58292;http://en.wikipedia.org/wiki/Daniel_Hay_du_Chastelet_de_Chambon;Daniel_Hay_du_Chastelet_de_Chambon;
37;Jacques-BŽnigne Bossuet;;1671;1704;ecclesiastic and historian;2467099;http://viaf.org/viaf/2467099;http://en.wikipedia.org/wiki/Jacques-B%C3%A9nigne_Bossuet;Jacques-BŽnigne_Bossuet;
37;Melchior de Polignac;;1704;1741;ecclesiastic, politician, philologist and poet;89067645;http://viaf.org/viaf/89067645;http://en.wikipedia.org/wiki/Melchior_de_Polignac;Melchior_de_Polignac;
37;Odet-Joseph Giry;;1741;1761;ecclesiastic;9838210;http://viaf.org/viaf/9838210;http://en.wikipedia.org/wiki/Odet-Joseph_Giry;Odet-Joseph_Giry;
37;Charles Batteux;;1761;1780;ecclesiastic;7091;http://viaf.org/viaf/7091;http://en.wikipedia.org/wiki/Charles_Batteux;Charles_Batteux;
37;Antoine-Marin Lemierre;;1780;1793;poet and playwright;95197215;http://viaf.org/viaf/95197215;http://en.wikipedia.org/wiki/Antoine-Marin_Lemierre;Antoine-Marin_Lemierre;
37;FŽlix-Julien-Jean Bigot de PrŽameneu;;1803;1825;politician and lawyer;14902929;http://viaf.org/viaf/14902929;http://en.wikipedia.org/wiki/F%C3%A9lix-Julien-Jean_Bigot_de_Pr%C3%A9ameneu;FŽlix-Julien-Jean_Bigot_de_PrŽameneu;
37;Mathieu de Montmorency;;1825;1826;politician and diplomat;66610110;http://viaf.org/viaf/66610110;http://en.wikipedia.org/wiki/Mathieu_de_Montmorency;Mathieu_de_Montmorency;
37;Alexandre Guiraud;;1826;1847;playwright, poet and novelist;74112780;http://viaf.org/viaf/74112780;http://en.wikipedia.org/wiki/Alexandre_Guiraud;Alexandre_Guiraud;
37;Jean-Jacques Ampre;;1847;1864;historian of literature;14765429;http://viaf.org/viaf/14765429;http://en.wikipedia.org/wiki/Jean-Jacques_Amp%C3%A8re;Jean-Jacques_Ampre;
37;Lucien-Anatole PrŽvost-Paradol;;1865;1870;literary critic;12313977;http://viaf.org/viaf/12313977;http://en.wikipedia.org/wiki/Lucien-Anatole_Pr%C3%A9vost-Paradol;Lucien-Anatole_PrŽvost-Paradol;
37;Camille Rousset;;1871;1892;historian;24821395;http://viaf.org/viaf/24821395;http://en.wikipedia.org/wiki/Camille_Rousset;Camille_Rousset;
37;Paul Thureau-Dangin;;1893;1913;historian;51827712;http://viaf.org/viaf/51827712;http://en.wikipedia.org/wiki/Paul_Thureau-Dangin;Paul_Thureau-Dangin;
37;Pierre de La Gorce;;1914;1934;historian, magistrate and lawyer;27131720;http://viaf.org/viaf/27131720;http://en.wikipedia.org/wiki/Pierre_de_La_Gorce;Pierre_de_La_Gorce;
37;Maurice;6th duc de Broglie;1934;1960;sailor and physicist;108713223;http://viaf.org/viaf/108713223;http://en.wikipedia.org/wiki/Maurice,_6th_duc_de_Broglie;Maurice,_6th_duc_de_Broglie;
37;Eugne Tisserant;;1961;1972;ecclesiastic and philologist;36983551;http://viaf.org/viaf/36983551;http://en.wikipedia.org/wiki/Eug%C3%A8ne_Tisserant;Eugne_Tisserant;
37;Jean DaniŽlou;;1972;1974;ecclesiastic, theologian, historian and essayist;4928609;http://viaf.org/viaf/4928609;http://en.wikipedia.org/wiki/Jean_Dani%C3%A9lou;Jean_DaniŽlou;
37;Ambroise-Marie CarrŽ;;1975;2004;ecclesiastic;110812123;http://viaf.org/viaf/110812123;http://en.wikipedia.org/wiki/Ambroise-Marie_Carr%C3%A9;Ambroise-Marie_CarrŽ;
37;RenŽ Girard;;2005;;philosopher, literary critic;121751954;http://viaf.org/viaf/121751954;http://en.wikipedia.org/wiki/Ren%C3%A9_Girard;RenŽ_Girard;
38;Auger de MolŽon de Granier;;1635;1636;possibly an ecclesiastic;;;http://en.wikipedia.org/wiki/Auger_de_Mol%C3%A9on_de_Granier;Auger_de_MolŽon_de_Granier;"Expelled for theft; died 1650"
38;Balthazar Baro;;1636;1650;playwright and poet;14911606;http://viaf.org/viaf/14911606;http://en.wikipedia.org/wiki/Balthazar_Baro;Balthazar_Baro;
38;Jean Doujat;;1650;1688;lawyer;31995725;http://viaf.org/viaf/31995725;http://en.wikipedia.org/wiki/Jean_Doujat;Jean_Doujat;
38;Eusbe Renaudot;;1688;1720;ecclesiastic;102329089;http://viaf.org/viaf/102329089;http://en.wikipedia.org/wiki/Eus%C3%A8be_Renaudot;Eusbe_Renaudot;
38;Henri-Emmanuel de Roquette;;1720;1725;ecclesiastic;221777184;http://viaf.org/viaf/221777184;http://en.wikipedia.org/wiki/Henri-Emmanuel_de_Roquette;Henri-Emmanuel_de_Roquette;
38;Pierre de Pardaillan de Gondrin;;1725;1733;ecclesiastic;41828694;http://viaf.org/viaf/41828694;http://en.wikipedia.org/wiki/Pierre_de_Pardaillan_de_Gondrin;Pierre_de_Pardaillan_de_Gondrin;
38;Nicolas-Franois DuprŽ de Saint-Maur;;1733;1774;economist and statistician;49357530;http://viaf.org/viaf/49357530;http://en.wikipedia.org/wiki/Nicolas-Fran%C3%A7ois_Dupr%C3%A9_de_Saint-Maur;Nicolas-Franois_DuprŽ_de_Saint-Maur;
38;Guillaume-ChrŽtien de Lamoignon de Malesherbes;;1775;1794;"politician and magistrate; guillotined";73870973;http://viaf.org/viaf/73870973;http://en.wikipedia.org/wiki/Guillaume-Chr%C3%A9tien_de_Lamoignon_de_Malesherbes;Guillaume-ChrŽtien_de_Lamoignon_de_Malesherbes;
38;Franois Andrieux;;1803;1833;lawyer, poet and playwright;2465625;http://viaf.org/viaf/2465625;http://en.wikipedia.org/wiki/Fran%C3%A7ois_Andrieux;Franois_Andrieux;
38;Adolphe Thiers;;1833;1877;politician and historian;71424155;http://viaf.org/viaf/71424155;http://en.wikipedia.org/wiki/Adolphe_Thiers;Adolphe_Thiers;
38;Henri Martin;;1878;1883;historian;41984820;http://viaf.org/viaf/41984820;http://en.wikipedia.org/wiki/Henri_Martin_(historian);Henri_Martin_(historian);
38;Ferdinand de Lesseps;;1884;1894;diplomat;4952685;http://viaf.org/viaf/4952685;http://en.wikipedia.org/wiki/Ferdinand_de_Lesseps;Ferdinand_de_Lesseps;
38;Anatole France;;1896;1924;novelist and poet;4925052;http://viaf.org/viaf/4925052;http://en.wikipedia.org/wiki/Anatole_France;Anatole_France;
38;Paul ValŽry;;1925;1945;poet, literary critic and essayist;61553403;http://viaf.org/viaf/61553403;http://en.wikipedia.org/wiki/Paul_Val%C3%A9ry;Paul_ValŽry;
38;Henri Mondor;;1946;1962;surgeon, physician, historian of literature and of science;64009502;http://viaf.org/viaf/64009502;http://en.wikipedia.org/wiki/Henri_Mondor;Henri_Mondor;
38;Louis Armand;;1963;1971;mining engineer, bureaucrat and economist;110022377;http://viaf.org/viaf/110022377;http://en.wikipedia.org/wiki/Louis_Armand;Louis_Armand;
38;Jean-Jacques Gautier;;1972;1986;drama critic, novelist, journalist and essayist;114285537;http://viaf.org/viaf/114285537;http://en.wikipedia.org/wiki/Jean-Jacques_Gautier;Jean-Jacques_Gautier;
38;Jean-Louis Curtis;;1986;1995;novelist and essayist;51687922;http://viaf.org/viaf/51687922;http://en.wikipedia.org/wiki/Jean-Louis_Curtis;Jean-Louis_Curtis;
38;Franois Jacob;;1996;;biologist;44300426;http://viaf.org/viaf/44300426;http://en.wikipedia.org/wiki/Fran%C3%A7ois_Jacob;Franois_Jacob;
39;Louis Giry;;1636;1665;lawyer;56530906;http://viaf.org/viaf/56530906;http://en.wikipedia.org/wiki/Louis_Giry;Louis_Giry;
39;Claude Boyer;;1666;1698;ecclesiastic, playwright and poet;56655088;http://viaf.org/viaf/56655088;http://en.wikipedia.org/wiki/Claude_Boyer;Claude_Boyer;
39;Charles-Claude Genest;;1698;1719;ecclesiastic;4982445;http://viaf.org/viaf/4982445;http://en.wikipedia.org/wiki/Charles-Claude_Genest;Charles-Claude_Genest;
39;Jean-Baptiste Dubos;;1720;1742;ecclesiastic and historian;88936883;http://viaf.org/viaf/88936883;http://en.wikipedia.org/wiki/Jean-Baptiste_Dubos;Jean-Baptiste_Dubos;
39;Jean-Franois Du Bellay du Resnel;;1742;1761;ecclesiastic;47004842;http://viaf.org/viaf/47004842;http://en.wikipedia.org/wiki/Jean-Fran%C3%A7ois_Du_Bellay_du_Resnel;Jean-Franois_Du_Bellay_du_Resnel;
39;Bernard-Joseph Saurin;;1761;1781;lawyer and poet;17233244;http://viaf.org/viaf/17233244;http://en.wikipedia.org/wiki/Bernard-Joseph_Saurin;Bernard-Joseph_Saurin;
39;Jean-Antoine-Nicolas de Caritat;marquis de Condorcet;1782;1794;philosopher and mathematician;34454867;http://viaf.org/viaf/34454867;http://en.wikipedia.org/wiki/Marquis_de_Condorcet;Marquis_de_Condorcet;
39;Gabriel Villar;;1803;1826;ecclesiastic;;;http://en.wikipedia.org/wiki/Gabriel_Villar;Gabriel_Villar;
39;Charles-Marie de FŽletz;;1826;1850;ecclesiastic;19817385;http://viaf.org/viaf/19817385;http://en.wikipedia.org/wiki/Charles-Marie_de_F%C3%A9letz;Charles-Marie_de_FŽletz;
39;DŽsirŽ Nisard;;1850;1888;essayist;39396309;http://viaf.org/viaf/39396309;http://en.wikipedia.org/wiki/D%C3%A9sir%C3%A9_Nisard;DŽsirŽ_Nisard;
39;Melchior de VogŸŽ;;1888;1910;essayist, historian, literary critic and diplomat;21271;http://viaf.org/viaf/21271;http://en.wikipedia.org/wiki/Melchior_de_Vog%C3%BC%C3%A9;Melchior_de_VogŸŽ;
39;Henri de RŽgnier;;1911;1936;poet, novelist and essayist;19683277;http://viaf.org/viaf/19683277;http://en.wikipedia.org/wiki/Henri_de_R%C3%A9gnier;Henri_de_RŽgnier;
39;Jacques de Lacretelle;;1936;1985;novelist;110502290;http://viaf.org/viaf/110502290;http://en.wikipedia.org/wiki/Jacques_de_Lacretelle;Jacques_de_Lacretelle;
39;Bertrand Poirot-Delpech;;1986;2006;journalist, essayist and novelist;12313795;http://viaf.org/viaf/12313795;http://en.wikipedia.org/wiki/Bertrand_Poirot-Delpech;Bertrand_Poirot-Delpech;
39;Jean Clair;;2008;;essayist and art historian;64003643;http://viaf.org/viaf/64003643;http://en.wikipedia.org/wiki/Jean_Clair;Jean_Clair;
40;Daniel de PriŽzac;;1639;1662;law professor;24631394;http://viaf.org/viaf/24631394;http://en.wikipedia.org/wiki/Daniel_de_Pri%C3%A9zac;Daniel_de_PriŽzac;
40;Michel Le Clerc;;1662;1691;lawyer;54245371;http://viaf.org/viaf/54245371;http://en.wikipedia.org/wiki/Michel_Le_Clerc;Michel_Le_Clerc;
40;Jacques de Tourreil;;1692;1714;translator;103224085;http://viaf.org/viaf/103224085;http://en.wikipedia.org/wiki/Jacques_de_Tourreil;Jacques_de_Tourreil;
40;Jean-Roland Malet;;1714;1736;economist and royal valet de chambre;76390834;http://viaf.org/viaf/76390834;http://en.wikipedia.org/wiki/Jean-Roland_Malet;Jean-Roland_Malet;
40;Jean-Franois Boyer;;1736;1755;ecclesiastic;27163465;http://viaf.org/viaf/27163465;http://en.wikipedia.org/wiki/Jean-Fran%C3%A7ois_Boyer;Jean-Franois_Boyer;
40;Nicolas Thyrel de Boismont;;1755;1786;ecclesiastic;54138455;http://viaf.org/viaf/54138455;http://en.wikipedia.org/wiki/Nicolas_Thyrel_de_Boismont;Nicolas_Thyrel_de_Boismont;
40;Claude-Carloman de Rulhire;;1787;1791;diplomat, poet and historian;59160459;http://viaf.org/viaf/59160459;http://en.wikipedia.org/wiki/Claude-Carloman_de_Rulhi%C3%A8re;Claude-Carloman_de_Rulhire;
40;Pierre Jean George Cabanis;;1803;1808;medical doctor and physiologist;8452;http://viaf.org/viaf/8452;http://en.wikipedia.org/wiki/Pierre_Jean_George_Cabanis;Pierre_Jean_George_Cabanis;
